,Living Environment Score,Crime Score,Health Deprivation and Disability Score,Barriers to Housing and Services Score,"Education, Skills and Training Score",Employment Score (rate),Income Score (rate),Index of Multiple Deprivation (IMD) Score,Outdoors Sub-domain Score,safety,wealth,boring,depressing,lively,walk,beauty,lsoa
1514,26.626,0.211,-0.657,26.142,8.01,0.074,0.102,15.185,0.546,6.080323772535798,5.658258646232647,5.340389737766751,4.998334326796769,5.657987148063618,5.413387348638714,5.377363542825478,E01001539
1515,28.22,-0.39,-0.599,27.01,6.234,0.07,0.107,14.261,0.579,5.958535093859018,5.582325999277184,5.203264115804649,4.954685577427048,5.669909699853644,5.436643512134093,5.560468284480543,E01001540
1516,26.13,-0.429,-0.944,22.398,6.736,0.055,0.063,9.711,0.574,6.157844288676393,5.705325298449573,5.109139713586545,4.860392655812058,5.75347713395661,5.383164034170263,5.598852419385723,E01001541
1517,22.402,-0.54,-0.743,36.019,15.05,0.082,0.139,18.608,0.517,5.979419081003074,5.537379189625683,5.349207005244773,5.075391749407621,5.628925622709645,5.265331018691095,5.353014355537876,E01001542
1518,17.56,-0.75,-1.005,29.816,9.873,0.043,0.067,9.625,0.479,6.05786080321958,5.6118805370023175,5.355340173167567,5.01263060492854,5.826330288763969,5.415056095969293,5.368541618508678,E01001543
1519,17.979,-0.669,-0.875,25.41,5.185,0.06,0.068,9.567,0.57,6.13189496707507,5.768747036549155,5.3023456263439845,4.916877262582083,5.739812978859112,5.436796406307957,5.600118991643062,E01001544
1520,17.856,0.812,0.29,47.293,38.716,0.192,0.31,45.483,0.722,6.003723165568183,5.566191514800576,5.547591098617105,5.174758613109589,5.350046525282019,5.342521325279685,5.228576719760895,E01001545
1521,24.43,-0.199,-0.005,36.364,33.148,0.117,0.189,27.925,0.545,5.751770734786987,5.292916006088257,5.420100185394287,5.247837514877319,5.518413499832153,5.189370969772339,5.106023858070373,E01001546
1522,29.004,0.672,-0.517,37.192,29.038,0.115,0.194,29.152,0.971,5.951368400366,5.54453584404275,5.250400765697555,5.058159282892057,5.611314103154853,5.256657376737878,5.323963701725006,E01001547
1523,24.814,0.553,-0.639,46.226,32.331,0.113,0.227,32.093,0.592,5.881865610395159,5.420681940487453,5.455768593379429,5.271029945782253,5.386570788111006,5.09509475844247,5.143096203804016,E01001548
1524,29.819,0.597,-0.292,48.599,39.291,0.173,0.3,42.876,0.703,5.861406199979466,5.330666532579636,5.4019739864677785,5.134125819269395,5.480656083845934,5.289562299551553,5.3113124465310815,E01001549
1525,26.09,0.286,0.166,47.382,30.595,0.137,0.248,36.024,0.733,5.8200800452672,5.387814054252408,5.476200047114217,5.186452936618887,5.367432156353132,5.080714432905752,5.105457842772734,E01001550
1526,33.024,1.015,0.051,52.633,35.935,0.162,0.233,42.143,1.444,5.680391076104394,5.363032784133122,5.5682391290006965,5.231729968662919,5.202482521945033,5.0637171737078965,5.16915303961984,E01001551
1527,34.496,0.461,-0.729,44.684,26.602,0.088,0.144,26.37,0.813,5.682254658752228,5.363384994377653,5.542443588435412,5.321369346394482,5.208635597115019,5.053810977840803,5.094918131828308,E01001552
1528,24.54,0.441,-0.107,51.497,39.133,0.156,0.231,38.285,0.904,5.891926731636275,5.454825520515442,5.234213155597003,5.078972655445782,5.540152615575648,5.20754014734012,5.257435771066751,E01001553
1529,26.062,1.077,-0.089,39.914,45.91,0.162,0.287,42.024,1.479,5.8839316792684055,5.4437609274093415,5.196052734165976,5.034591678070695,5.571520596334379,5.234064017256645,5.392014875803908,E01001554
1530,32.87,1.195,-0.509,44.012,28.448,0.128,0.205,34.676,1.367,5.839754745364189,5.37094678170979,5.103423663415015,5.030124822631478,5.621735688298941,5.092133739031851,5.2139369286596775,E01001555
1531,33.417,-0.277,-0.783,34.911,16.777,0.075,0.129,19.27,1.293,5.986658640355872,5.540593391296848,5.062154617885615,5.066080226194138,5.582106966300299,5.348763033047619,5.400312098880742,E01001556
1532,26.92,0.445,-0.354,42.698,29.58,0.113,0.204,30.164,0.834,5.718067755464648,5.212729907426678,5.2869353743850205,5.182060112718676,5.525980515558212,4.992034556435757,5.0743896726702085,E01001557
1533,48.817,1.219,-0.177,44.352,34.107,0.124,0.232,39.726,2.025,5.644009830360126,5.233871858819087,5.16092912774337,5.143945117642109,5.476845034979339,5.077683118949259,5.115507709352594,E01001558
1534,43.71,1.012,0.051,53.207,29.094,0.132,0.236,41.09,1.398,5.42976928656956,4.934666181060504,5.633512576121205,5.406977735375459,4.986092891333239,4.870053525240916,4.94696037724333,E01001559
1535,31.934,1.023,-0.351,50.102,29.21,0.109,0.2,34.488,1.667,5.787848065685293,5.416729503503725,5.344328775752191,5.151802760262729,5.393873393202627,5.1849566311809605,5.22154808111031,E01001560
1536,35.829,-0.073,0.743,62.14,40.126,0.17,0.294,46.641,1.203,5.760179153084755,5.3901191219687465,5.394674664735794,5.040788175165654,5.420134319365024,5.266511805355549,5.311878830194473,E01001562
1537,39.106,-0.056,-0.726,29.754,4.299,0.065,0.118,16.576,0.994,6.044294235134913,5.770387066297294,5.042410204233217,5.024924764948443,5.838934358486459,5.412780631672252,5.762794301529561,E01001563
1538,20.985,-0.123,-0.642,27.541,1.389,0.051,0.071,10.265,0.666,6.478447420843716,6.290349631473936,5.089706355127795,4.512043698080655,5.711622057289913,5.535454075911949,5.978318049989897,E01001564
1539,23.691,-0.053,-0.962,38.057,4.062,0.068,0.119,16.271,0.744,6.335176540272577,5.899002380669117,5.056478988911424,4.801846706441471,5.746096834540367,5.5142059688057214,5.811061815491745,E01001565
1540,26.532,-0.234,-0.431,27.394,2.928,0.078,0.088,13.927,0.67,6.415336926778157,6.058365140949284,4.892913698076128,4.714569579373609,5.972473589149681,5.620528210390796,6.048173810984637,E01001566
1541,18.096,-0.824,-1.28,31.33,1.665,0.023,0.035,6.287,0.575,6.156796772524996,5.702819146075338,5.27591794391848,4.950941596391066,5.61693342001933,5.50978812631571,5.712182263158402,E01001567
1542,20.104,0.202,-1.441,31.247,4.823,0.046,0.046,9.832,0.474,6.272298965454102,5.824974962472916,5.348870366811752,4.786454301476478,5.6673105478286745,5.577325376272202,5.875190905332565,E01001568
1543,19.675,-0.414,-1.434,27.45,7.841,0.056,0.074,10.386,0.691,5.954533251069432,5.656906625349745,5.101839792814186,4.894853305473602,5.753582851492244,5.435071149318338,5.58546161308563,E01001569
1544,22.863,0.211,-0.576,33.615,10.855,0.076,0.124,17.923,0.798,6.06317937374115,5.656963643928369,5.249676429977019,4.88948913787802,5.6522806870440645,5.4801718319455786,5.803239027659099,E01001570
1545,30.322,0.581,-0.022,22.31,13.399,0.07,0.104,17.934,0.619,5.929546177828754,5.467958496235035,5.224098632070754,4.995027248947709,5.676124439416109,5.416631579399109,5.547360582704897,E01001571
1546,32.863,0.2,-0.594,23.423,11.117,0.066,0.103,15.488,0.525,6.083152818374145,5.574949778807469,5.0289294345256605,4.948224739386485,5.766964010703258,5.4890059645359335,5.731217704522304,E01001572
1547,32.255,0.483,-0.437,22.917,14.641,0.055,0.096,15.713,0.787,6.079165025379346,5.593256235122681,5.097501102737758,4.975633641947871,5.769251157926477,5.438821862054907,5.552442764199299,E01001573
1548,17.89,0.678,0.717,38.98,30.837,0.185,0.244,39.32,0.978,5.869210802342581,5.479062418898811,5.399962741395702,4.802127463662106,5.401702421838823,5.566713895486749,5.911983152770477,E01001574
1549,19.516,0.847,1.202,35.542,22.888,0.215,0.328,47.53,0.706,5.741529696898935,5.284740789398473,5.563207789241331,5.261204399987665,5.212651300804778,5.173982356855382,5.181698950173344,E01001575
1550,16.859,0.795,0.656,36.402,28.006,0.173,0.281,39.498,0.652,5.875872149782361,5.337045223083136,5.509736364180187,5.097079762310352,5.323016552430279,5.3479092469755205,5.4968194882824735,E01001576
1551,25.849,1.047,0.423,35.238,19.563,0.147,0.204,33.562,0.738,5.784310527973705,5.216345277925332,5.483144338760111,5.118808810909589,5.3212690444456205,5.179220494296816,5.208175979554653,E01001577
1552,24.105,0.737,-0.157,31.231,20.289,0.115,0.19,26.804,0.592,5.822657753781575,5.264632081985473,5.521333407774204,5.228162060132841,5.412447389742224,5.257421253948677,5.3022724395845,E01001578
1553,20.833,0.728,0.604,38.595,25.599,0.161,0.258,37.671,0.715,5.797267406346411,5.319328285462364,5.514936244687554,5.183122752765038,5.345098671300451,5.398710447316729,5.407469585621157,E01001579
1554,28.154,0.779,-1.118,24.046,2.041,0.036,0.054,10.762,1.454,6.078145448072457,5.587406226636942,5.301000383165148,4.828452567504757,5.571206684956334,5.5156891419563765,5.971078066668883,E01001580
1555,26.678,0.526,0.012,26.215,4.038,0.096,0.146,20.417,1.414,5.875070777806369,5.5308727076984345,5.27746029588628,4.983470128819267,5.499558813431683,5.26528793669002,5.678105798634616,E01001581
1556,25.74,1.036,-0.238,28.153,9.009,0.102,0.151,23.276,1.418,5.895932939555078,5.501345583676223,5.455317023623684,4.9533005808500965,5.34419991937988,5.362724032102679,5.632667638795793,E01001582
1557,34.021,0.417,-0.783,33.761,2.714,0.045,0.061,13.467,1.27,5.881432492224897,5.575998155797114,5.329766640897657,4.963177961729914,5.376203388464256,5.311121010389484,5.708277968109631,E01001583
1558,19.146,-0.259,-0.949,30.241,3.606,0.04,0.055,8.831,0.771,5.987928272189951,5.567104567262463,5.347715849266913,4.640556856205589,5.503584666359694,5.70631964762408,5.990966839897902,E01001584
1559,24.468,0.177,-0.131,23.332,2.778,0.066,0.075,12.942,0.857,6.176228500547863,5.795580280070403,5.028318770888712,4.771645499735462,5.7760392743714,5.541813318421241,5.9365552201563,E01001585
1560,27.05,0.842,-0.105,32.763,7.978,0.111,0.148,24.143,1.199,6.094457825024922,5.709573743921338,5.181408455877593,4.763738936547077,5.711143773613554,5.530573857553078,5.957578014243733,E01001586
1561,23.943,-0.048,-0.693,33.365,0.842,0.056,0.069,12.083,0.686,6.079855141939817,5.685432274024803,5.14998662888587,4.785231257652069,5.66772027282448,5.449595518045492,5.819466180734701,E01001587
1562,30.056,1.673,0.338,39.467,13.711,0.144,0.196,36.01,0.803,5.851892228801875,5.418044270875628,5.332725298762833,4.97696932242152,5.463794690856606,5.426453800672114,5.695476859935875,E01001588
1563,29.524,0.58,-0.139,34.075,16.692,0.135,0.177,27.748,1.037,5.81029377477925,5.362975741305003,5.135705295859314,4.964886314258343,5.524547504215706,5.330515069205586,5.466552201567627,E01001589
1564,29.279,0.504,-0.373,25.021,6.918,0.081,0.132,18.27,0.826,6.189744376690588,5.737438337825169,4.965931374335957,4.763948470632607,5.877090465242618,5.509967703685582,5.776889600486399,E01001590
1565,17.644,0.401,0.606,34.524,20.188,0.146,0.222,31.725,0.805,5.998798419965193,5.513323499852379,5.183439460376765,4.9153457856018274,5.664701197771418,5.433839595557859,5.669296267048624,E01001591
1566,39.632,0.296,-0.385,20.796,4.558,0.064,0.082,14.689,1.346,5.974947828995554,5.622509092876785,5.167867547587345,4.961455062816017,5.593138279099214,5.286891444733269,5.5482124137251,E01001592
1567,36.077,0.053,-0.431,18.905,1.473,0.059,0.06,11.428,1.239,6.005890634152796,5.583359366887576,5.201832420640177,4.989255254918879,5.687680894678289,5.310489149836751,5.54497947243901,E01001593
1568,18.701,0.159,0.476,31.45,19.927,0.19,0.287,36.347,0.911,5.838220257100051,5.405872559159752,5.265545685116837,4.985827935420401,5.555971541055819,5.301443899550089,5.3889578803768,E01001594
1569,20.468,0.565,-0.332,34.476,19.998,0.094,0.158,23.247,1.191,5.992414705592431,5.570821686756392,5.2419698421209135,4.848531486797918,5.63378445209901,5.377940927546448,5.66589850370138,E01001595
1570,13.888,-0.226,-0.589,21.29,12.532,0.055,0.056,9.357,0.419,6.22365028464917,5.741718914090972,5.194842975778678,4.853792342943015,5.704048187462325,5.558905361853924,5.709792837654192,E01001596
1571,22.509,0.496,-0.465,24.358,8.267,0.077,0.089,15.157,0.812,6.111624871288334,5.832834325395189,5.30249000078923,4.886765654022629,5.580723316819818,5.50766853598861,5.832664278713432,E01001597
1572,17.078,0.511,-0.528,25.195,12.223,0.06,0.092,14.161,0.735,6.210732533931732,5.81683071732521,5.240162894129753,4.892999691963196,5.691533646583557,5.6149475646018985,5.829350715279579,E01001598
1573,18.965,0.619,-0.416,20.584,22.059,0.086,0.094,17.402,0.585,6.1510779673491065,5.6925305573920895,5.287089177263462,4.848163122084083,5.620855791781976,5.558134868377593,5.798106327774079,E01001599
1574,15.736,0.144,-0.484,24.478,11.004,0.071,0.09,13.508,0.67,6.037437405851152,5.616759468007971,5.235295489246463,4.955762943367899,5.669428161632868,5.379744442892664,5.504457501717556,E01001600
1575,16.642,-0.368,-0.374,26.077,9.006,0.051,0.076,10.965,0.521,6.225892967213698,5.787552303955203,5.212907758566852,4.893399500456012,5.680987784119903,5.532794497703594,5.647698300132334,E01001601
1576,20.569,0.71,0.456,23.343,28.76,0.17,0.209,32.404,0.674,6.161400954960745,5.7570341959660185,5.386878461548776,4.774256103998654,5.5675654142966,5.583062821136409,5.810607169613694,E01001602
1577,16.443,0.536,0.686,28.106,33.606,0.197,0.228,36.698,0.463,6.160984134420436,5.660790094035737,5.31608547428821,4.802210040549015,5.625661984403083,5.643564191270382,5.841023927039289,E01001603
1578,31.123,0.374,-0.254,18.145,4.295,0.066,0.077,13.453,1.269,6.009644465931391,5.702492611556403,5.19016569280355,4.956211095475881,5.580307495122575,5.3308687277432885,5.545364530746546,E01001604
1579,17.707,-0.318,-0.989,22.12,9.129,0.045,0.035,7.194,0.637,5.915130667981848,5.598725760405043,5.407568066521028,4.986658414908215,5.39118701588791,5.294927527419234,5.449094730668364,E01001605
1580,25.502,-0.597,-1.078,15.509,7.544,0.039,0.042,6.397,0.725,6.155452935025096,5.812170213088393,5.236693553626537,4.938846598379314,5.714022923260927,5.370633358135819,5.581210231408477,E01001606
1581,36.813,0.282,-0.408,19.099,10.649,0.084,0.12,17.855,0.989,6.1082031300614,5.682931487786703,5.314161725550391,4.936658028117772,5.636560337503529,5.30509772913416,5.437588025737742,E01001607
1582,19.671,0.107,-0.657,45.313,2.945,0.054,0.057,14.25,0.599,6.264178699116374,5.870622449142989,5.221593013475108,4.794989451696706,5.667059487520263,5.454165024535601,5.904643581634344,E01001608
1583,25.002,0.735,0.023,26.123,5.636,0.121,0.127,21.984,1.176,5.985694232030152,5.689074735296258,5.258835932248318,4.903142334109518,5.560974757595839,5.370766372162832,5.622719539236699,E01001609
1584,25.954,-0.375,-0.31,23.165,10.415,0.061,0.087,12.889,0.709,6.236784987079287,5.805668778789854,5.112692615939576,4.838110137911676,5.748620651300671,5.410587117509935,5.623007733845016,E01001610
1585,30.393,-0.327,-0.042,25.007,18.058,0.088,0.12,18.934,0.862,6.173988278280168,5.622571537158633,5.261005772040194,4.972977792656661,5.635586351356251,5.342890589029197,5.457049098590876,E01001611
1586,19.68,0.555,-0.399,26.025,9.444,0.104,0.147,20.04,0.822,6.000216311348809,5.462031659020318,5.357465102407668,4.958059395684137,5.560401919153001,5.391765789455838,5.639118491278754,E01001613
1587,22.421,0.514,-1.045,18.175,9.01,0.038,0.038,8.565,1.081,5.9946143774099125,5.617018486178199,5.406959602999133,4.8489822734233945,5.424532466433769,5.455383032698964,5.80787314952806,E01001614
1588,25.883,1.01,-0.176,28.503,9.009,0.077,0.117,20.234,0.979,5.909170843535401,5.49687554218151,5.227324810092297,4.894508150691537,5.5074005560441455,5.453025005481861,5.707964740618311,E01001615
1589,17.872,0.125,-0.759,22.162,9.547,0.039,0.054,8.775,0.657,6.208143954866388,5.716655959574024,5.164406402727192,4.847388935223054,5.652704004491313,5.525475729717297,5.773837142446068,E01001617
1590,18.699,0.502,0.127,26.115,25.268,0.104,0.152,23.606,0.595,6.009027795874196,5.526669403691312,5.391743987669677,4.901696511161275,5.4786638031790265,5.365394800256341,5.554062435121248,E01001618
1591,23.158,-0.061,-0.162,20.139,13.651,0.064,0.113,14.743,0.646,5.973806978975023,5.494112573351178,5.268037081616265,5.042007138899394,5.611177899156298,5.357747529234205,5.428251939160483,E01001619
1592,22.619,0.596,0.462,31.623,33.67,0.138,0.192,31.693,0.876,5.864294976126159,5.451929187670546,5.4540116984771325,5.09638668876548,5.357567682536929,5.353282598428852,5.455266192490357,E01001620
1593,37.964,0.995,0.137,28.934,22.31,0.14,0.188,31.869,1.366,5.829994393036505,5.477242293379232,5.455710993219384,5.089841182990994,5.335686168863099,5.2491707534533445,5.50586305979656,E01001621
1594,24.339,0.723,-0.08,39.067,22.671,0.094,0.123,24.743,1.283,6.03559602410705,5.690079701535495,5.404020823078391,4.974300265312195,5.517084347613064,5.320851640936769,5.511151889224111,E01001623
1595,25.275,0.625,0.003,24.275,23.138,0.129,0.153,25.331,1.153,6.102232912312383,5.613829879009205,5.42619059526402,4.988620007167691,5.458929322983908,5.264897619252619,5.452452979010085,E01001624
1596,29.395,0.86,0.424,41.193,39.367,0.165,0.248,40.633,1.204,5.846278106932546,5.476059889325908,5.523479176970089,5.186010097054874,5.3176860023947325,5.241848270098369,5.362010743103776,E01001625
1597,16.914,0.393,-0.075,46.506,22.161,0.125,0.205,30.377,0.793,5.801747603524,5.391824894381645,5.389952839765334,5.123293208896666,5.34799851869282,5.237056393372385,5.374686602363012,E01001629
1598,21.785,0.207,0.285,36.28,19.163,0.165,0.264,34.131,1.087,5.651581162083758,5.316454219992143,5.481084555605032,5.28551341843431,5.259780290353037,5.103474228051457,5.165879808203147,E01001631
1599,22.994,-0.111,-0.295,33.862,15.451,0.071,0.134,18.55,0.598,5.989748549655201,5.719660937301511,5.046287091766915,4.821454964032987,5.77541001056268,5.28216757619284,5.499380196982283,E01001632
1600,18.223,0.5,0.545,35.144,21.632,0.159,0.245,34.156,0.838,5.823864692733402,5.381150214445023,5.248155214956829,5.025646161465418,5.56711885474977,5.294371548153105,5.389758985667002,E01001633
1601,16.448,0.54,0.694,36.727,35.123,0.204,0.274,41.733,0.714,5.652836214093601,5.3659144306884095,5.46951403687982,5.215767250341528,5.340493920971365,5.222188108107623,5.195408507305033,E01001634
1602,28.259,1.014,0.078,28.279,12.701,0.083,0.141,23.232,0.913,5.959897369146347,5.51264181294862,5.1088315756881935,4.863175094127655,5.584123118835337,5.452353140887092,5.653263949296054,E01001635
1603,30.131,-0.213,0.213,34.783,15.066,0.121,0.169,25.682,0.892,6.093642825550504,5.652810408009423,4.929944190714094,4.745862393909031,5.784092961417304,5.391754240459866,5.704994874530368,E01001636
1604,33.586,0.438,0.021,32.057,18.73,0.111,0.187,27.056,0.969,6.15684483732496,5.67633016364915,5.138926852600915,4.696644814525332,5.718896928855351,5.531712021146502,5.865626622949328,E01001637
